Expenditures 2009,Department Description,Expenditures 2008,Appropriations 1995,Appropriations 1994,Appropriations 1997,Appropriations 1996,Appropriations 1993,Department,Appropriations 1999,Appropriations 1998,Expenditures 2005,Expenditures 2004,Expenditures 2007,Expenditures 2006,Expenditures 2001,Expenditures 2000,Expenditures 2003,Expenditures 2002,Department ID,Appropriations 2014,Appropriations 2017,Appropriations 2016,Appropriations 2011,Appropriations 2010,Appropriations 2013,Appropriations 2012,Fund,Control Officer,Expenditures 1995,Expenditures 1998,Expenditures 1999,Expenditures 1996,Expenditures 1997,Expenditures 1994,Link to Website,Expenditures 1993,Expenditures 2015,Appropriations 2015,Expenditures 2016,Expenditures 2014,Appropriations 2009,Expenditures 2012,Expenditures 2013,Expenditures 2010,Expenditures 2011,Appropriations 2002,Appropriations 2003,Appropriations 2000,Appropriations 2001,Appropriations 2006,Appropriations 2007,Appropriations 2004,Appropriations 2005,Appropriations 2008,Short Title
0,Account merged with the Clerk of the Circuit Court's main department.,0,10104235,9272982,10047110,10255032,9744767,Clerk of the Circuit Court - Criminal,10930826,10708350,12552074,15243163,12793693,13306170.64,12054611,11724812.66,14432439.99,13207631,348,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,9800256,10161434.06,10976184,10115012,9608740.49,9208114,,9188874,0,0,0,0,0,0,0,0,0,14407847,15359965,12041646,13013689,13233980,12666603,15683029,12800452,0,Criminal
0,Account merged with the Clerk of the Circuit Court's main department.,0,0,0,811707,0,0,Clerk of the Circuit Court - Office of the Clerk,1008797,884952,0,0,0,0,1058006,1053397.92,0,0,358,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,0,837352.19,931145,0,741420.07,0,,0,0,0,0,0,0,0,0,0,0,0,0,1130758,1161547,0,0,0,0,0,Clerk of the Court
0,Account merged with the Clerk of the Circuit Court's main department.,0,6800214,6433645,7278190,6829197,6985887,Clerk of the Circuit Court - 1st Municipal,12527253,12438234,16396851,20194857,16468720,17781087.29,14557643,13876166.49,19726994.15,18757584,360,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,6773728,12022128.29,12816934,6793468,7097120.45,6435896,,6449180,0,0,0,0,0,0,0,0,0,19286695,20297214,14077464,15103957,17512191,16388732,21199199,17109216,0,1st Municipal Court
0,Account merged with the Clerk of the Circuit Court's main department.,0,7855191,7281394,7771004,7665398,7805244,Clerk of the Circuit Court - Office of the Clerk,8132501,8027473,0,0,0,0,9317468,9183220.92,0,0,366,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,7544706,7633278.67,8258298,7643016,7411195,7315036,,7318316,0,0,0,0,0,0,0,0,0,0,0,9268397,10243884,0,0,0,0,0,Clerk of the Court
0,Account merged with the Clerk of the Circuit Court's main department.,0,2184678,2028774,2726746,2261192,2172734,Clerk of the Circuit Court - Suburban,2896133,2878764,16127402,19746378,16262414,17096826.81,3207821,3169011.76,18953941.84,17842348,372,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,2105291,2776927.66,2929143,2218716,2674388.77,1995372,,2000290,0,0,0,0,0,0,0,0,0,18787360,19714432,3193861,3419489,16960880,15947706,20605408,16863604,0,Suburban Courts
0,Account merged with the Clerk of the Circuit Court's main department.,0,2514642,2338851,2833661,2559061,2412284,Clerk of the Circuit Court District 3 - Rolling Meadows,3034036,2976319,0,0,0,0,3122949,3339704.87,0,0,373,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,2415388,2800990.84,3023062,2560633,2669021.5,2271140,,2269767,0,0,0,0,0,0,0,0,0,0,0,3386446,3543735,0,0,0,0,0,Rolling Meadows Court
0,Account merged with the Clerk of the Circuit Court's main department.,0,2431386,2238795,2574535,2453995,2291811,Clerk of the Circuit Court District 4 - Maywood,2775474,2729316,0,0,0,0,3057519,3038507.52,0,0,374,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,2316673,2601140.33,2713257,2381009,2473704.57,2229108,,2150724,0,0,0,0,0,0,0,0,0,0,0,3046927,3285140,0,0,0,0,0,Maywood Court
0,Account merged with the Clerk of the Circuit Court's main department.,0,2306083,2110729,2712313,2381067,2332319,Clerk of the Circuit Court District 5 - Bridgeview,2963482,2876938,0,0,0,0,3459057,3199540.09,0,0,375,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,2274659,2722391.67,2976045,2391244,2607235.36,2182854,,2221123,0,0,0,0,0,0,0,0,0,0,0,3279511,3575434,0,0,0,0,0,Bridgeview Court
0,Account merged with the Clerk of the Circuit Court's main department.,0,3055325,2838926,3388096,3024016,2725343,Clerk of the Circuit Court District 6 - Markham,3637858,3547273,0,0,0,0,4059907,3972454.71,0,0,376,0,0,0,0,0,0,0,Public Safety Fund,Clerk of the Circuit Court,2973644,3433345.28,3651138,3060209,3268296.96,2851967,,2772594,0,0,0,0,0,0,0,0,0,0,0,3978418,4177851,0,0,0,0,0,Markham Court
1169175.38,"The Office of the Public Administrator serves the citizens of Cook County by providing comprehensive investigative and estate administrative services for people who die in Cook County intestate (without a will), or where there is no person in Illinois with the right or desire to administer the estate.",1092628.73,791081,759129,963670,820146,761086,Public Administrator,890610,885916,1237849,1040777,932300,1000990.22,1022894,964794.02,1043689.24,1049042,390,1097074,1393586,1111234,1172007,1212475,1143832,1160479,Public Safety Fund,President,755618,836532.2,881246,790170,867637.51,735485,https://www.cookcountyil.gov/agency/public-administrator-0,707009,971362.58,1109485,1114881.41,978491.61,1081703,1145354.84,964691.88,1121531.28,1113148.08,1055427,1102974,969368,1032389,1037958,969106,1131944,1257700,1095100,Public Administrator
40413164.86,"The Juvenile Temporary Detention Center provides temporary secure housing for youth from the age of 10 through 16 years, who are awaiting adjudication of their cases by the Juvenile Division of the Cook County Courts.",30313988.78,18596189,16569303,22789668,19923796,16693241,Juvenile Temporary Detention Center,24422783,23647454,21456863,28448148,23862647,21653431.03,26866569,25279427.94,26515749.93,25877586,440,50842085,70948328,57920297,38386506,39525228,41928602,40462696,Public Safety Fund,Chief Judge,16949318,21227449.04,23605873,18663410,20302241.47,16426187,https://www.cookcountyil.gov/agency/juvenile-temporary-detention-center,16865572,54537018.75,53269139,58929108.04,49312256.04,40997789,45873784.28,39877879.91,40824064.02,42058349.28,27844783,27888017,25519060,28863533,22561791,21591911,28764920,23523526,30966600,Juvenile Detention
789364.95,"This Department advocates for Children of Cook County where parental permanency involving adoption, custody, probate, mediation and visitation is at question.",697657.99,1077224,997906,1075950,1021667,977009,Department of Adoption and Family Supportive Services,937506,1050551,874596,991724,766651,905537.84,1006300,921164.8,996971.97,1003693,451,682102,919393,738807,664546,732899,688361,613999,Public Safety Fund,President,836979,931761.54,887733,870939,947294.75,931292,https://www.cookcountyil.gov/agency/adoption-and-child-custody-advocacy-0,935778,684768.3,736391,659552.23,715514.95,771766,586096.46,667873.81,796795.6,620078,1096165,1090276,1012522,1075958,860653,654000,1163531,876022,945100,Child Custody
387681.12,"The Veterans Assistance Commission promotes and protects the rights of veterans and their immediate family members through education, communications, and technology.",403462.53,347987,296663,385206,344214,278602,Veterans' Assistance Commission,473139,451979,501914,510140,418982,314698.36,491491,453758.63,526354.49,551292,452,400000,0,575000,437637,438396,0,362360,Corporate Fund,President,291024,417076.87,432973,343851,464462.13,280057,https://www.cookcountyil.gov/agency/veterans-affairs,282827,400000.06,400000,548954.9,395134.64,461469,370236.44,0,366432.31,404711.86,517764,536701,487806,522633,503670,410690,556709,512420,496600,Veterans
0,"Funded by County until 1995. Duties were transferred to the State Board of Education in 2010. The current regional office of education is responsible for issuing teacher certification, holding ongoing instructional sessions for educators and certifying new school bus drivers, among other things.",0,0,1288519,0,0,1550901,County Superintendent of Schools,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,Corporate Fund,County Superintendent of Schools,0,0,0,0,0,827105,,1353242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Superintendent of Schools
32289995.66,"Charges shared county wide - electricity, gas, etc",29662459.03,10499718,5794959,7469360,10633222,4701559,Fixed Charges and Special Purpose Appropriations - Corporate,8707117,7203553,28597486,10298577,36466778,31939224.52,4341376,4896134.97,1869733.35,2543088,490,55139935,405797950,327583377,62729988,71571624,40784692,58443830,Corporate Fund,Countywide Costs,5789743,3106527.81,4124724,8516604,4416061.42,2028703,,2500949,52697956.84,65988238,322381651.7,52782496.85,39824962,53146129.57,37280164.24,68675286.89,31971070.16,9572229,12495826,10044299,12192404,35189518,46047299,13953877,36888293,43182700,Fixed Charges
228815980.7,"Designed to facilitate the timely reimbursement of funds for special purposes within the Public Safety Fund. Includes expenses for utilities county wide, health insurance for all employees, etc.",198455086.9,38237775,34231107,31693096,33192746,40099450,Fixed Charges and Special Purpose Appropriations - Public Safety,49222197,38877294,164853454,36775652,204727357,181588910.8,28646694,23054217.85,22450098.04,18516692,499,287980665,68694745,240251817,404273006,207773809,300352598,344981298,Public Safety Fund,Countywide Costs,23329368,24980812.2,28489412,27277745,25910015.08,9405288,,38003339,271095229.3,256862356,258721016,281838326.4,211221407,254675854.7,260086523.4,244582087.6,319021068.2,37368531,37035235,43219411,36878632,208650520,253221745,38039081,195336965,215491700,Fixed Charges
16353259.76,"The Cook County Department of Transportation & Highways was established in 1913 by the State of Illinois upon approval of the first officially recorded County highway system maps. The present day system has evolved to include jurisdictional authority over 557 center line miles of highways. The Department has maintenance responsibilities for 1,474 lane miles of pavement, 130 bridges, 332 traffic signals and 5 pumping stations from five maintenance garages.",17922987.84,30686714,30738897,28954996,28152054,35105802,Department of Transportation & Highways,30063349,29732397,23002500,27847734,18137592,22066016.36,28032136,27670397.58,27730805.62,27996447,500,5723843,848922,5368815,9276334,15048718,6377733,7668170,Corporate Fund,President,26465977,26954140.2,27345390,26102246,27155214.21,26390910,https://www.cookcountyil.gov/agency/transportation-and-highways-0,27292050,5760099.91,5830891,5016116.34,5859928.22,16645329,6816979.98,6022879.49,15359827.9,8147777,31032838,31128464,32062232,31930979,23613672,18468414,30918957,24715005,17175100,Highway
10832117.51,"Special tax set aside for planing, designing, construction, maintenance and operation of highways that will provide safe, efficient, comfortable and economical movement of people and goods.",8649737.03,0,0,0,0,0,MFT Illinois First (1st),0,0,6924626,5971812,8028808,6768705.42,1766488,0,4459198.47,2844941,501,22748938,48214617,25925235,21027216,14652754,21960729,21946330,Special Purpose Fund,President,0,0,0,0,0,0,,0,22634019.37,23504319,23196876.49,21008939.37,13318352,20923651.68,20490985.48,12730210.74,19308914.78,5205665,7656160,2479297,3972019,8729340,9847217,9168486,10118570,13128800,Motor Fuel Tax
2628508.26,The Cook County Animal and Rabies Control clinics allow affordable rabies vaccinations to bring all citizens into compliance with the law while providing an essential public health protection against a deadly disease that has caused public health concerns in four states over the past two years.,2353945.16,1185459,626694,1617310,1382754,701854,Animal Control Department,1481466,1559165,2479187,2129809,2519030,2172864.75,1668326,1298303.04,2669712.34,1984691,510,3452832,4795521,3606405,3077974,2990557,3411065,3161093,Special Purpose Fund,President,1008079,1227144.38,1114882,1279286,1531258.05,607677,https://www.cookcountyil.gov/agency/animal-and-rabies-control-0,652497,3076232.27,4095046,3187122.55,3133225.63,3448434,2317953.76,3033245.03,2367807.36,2938422,2027565,3139405,1705686,2011819,2895043,2925550,2705266,3035972,3089300,Animal Control
18598839.12,"The Election Division ensures that all eligible suburban residents are able to exercise their rights in the electoral process; that all candidates have fair, open, and equal access to all stages of the process; and that the public is fully and promptly informed of all vital and neccessary elction-related information.",26410043.37,10976884,11638734,12522347,15313523,11125542,County Clerk - Election Division Fund,10440698,15002521,19246460,17345760,18294606,18332045.73,14148894,14744336.13,17569929.6,16768401,524,24038039,20914046,24790623,19200323,25305360,18804383,24209439,Special Purpose Fund,County Clerk,9457288,13756767.57,9413751,13405806,10910851.03,10929131,,8693802,17704676.6,18867847,24668883.62,21031591.5,22282259,23277512.61,18331669.06,22024999.41,16444375.59,18423441,20010017,16735309,16400586,20166456,18955738,19426068,20331156,27563700,Clerk - Election Fund
3630344.94,Provides an election system that is equitable and transparent for all citizens.,15709917.11,0,7595689,0,7362775,0,Board of  Election Commissioners - Election Fund,0,7569341,0,9737697,0,11053745.94,0,8166670.95,0,9467798,525,16189445,1089581,17861077,482852,17615482,908102,17397209,Special Purpose Fund,County Clerk,0,6890226.7,0,5962828,0,6693009,,0,923061.78,1063158,16938716.64,12203844.78,4051985,16887602.78,1881057,17319179.27,478572.95,7941400,0,8804080,0,13218298,0,10527434,0,17422700,Board of Election
4830378.42,"Created to assist the Recorder of Deeds Office in its efforts to establish, promote, and maintain various technology initiatives that allow the Office to gather data and make it available for public review and corporate consumption.",3524621.76,3482085,3724714,3542413,3607228,3347206,County Recorder Document Storage System Fund,3533721,3329405,2017185,4739383,2427068,4394634.31,3782883,4116775.27,3208566.27,3469069,527,4771195,3782689,4925288,2965658,5727916,3231719,2729796,Special Purpose Fund,Recorder of Deeds,3113660,3031100.14,3288486,3404505,1669433.86,3593035,,2954549,5297097.94,5723112,5053464.43,3984562.07,5341516,2755953.64,2898924.5,4241171.73,3019311.71,3755851,3679867,4526330,4052589,5116395,4250746,5674907,2753511,4270000,Document Storage Fund
13591768.93,"Established for the payment of any costs that relate to the automation of court records, including hardware, software, research and development costs as well as personnel.",11493585.96,6249731,7947766,7510939,7507101,7342569,Clerk of the Circuit Court Automation Fund,7510088,7347380,6202437,6328749,9223153,7934608.7,6106481,6189736.06,6953718.86,6407202,528,10617929,9900042,10314789,15198394,21324354,9336276,13021447,Special Purpose Fund,Clerk of the Circuit Court,5275499,6232497.73,6873372,6833279,6750655.31,7347319,,4847956,8883780.21,9551479,9332333.15,10996402.74,16735558,12987788.45,10999711.61,18006834.32,15414595.07,6839159,7389001,7459078,6652702,9580505,11099481,7111857,6810983,13483300,Automation Fund
12776602.93,"Established for the expense of estab;lishing and maintaining a court document storage system, and for the payment of expenditures for converting court records to electronic or micrographic storage format.",9715595.73,3883680,5739255,7544463,6984934,5628312,Clerk of the Circuit Court Document Storage Fund,10141518,9854046,4544764,4472793,9402701,7058266.77,6727828,5391702.58,5916794.09,5635971,529,9842419,8687391,8979522,15915399,20545849,9409841,15846600,Special Purpose Fund,Clerk of the Circuit Court,3594827,4952376.34,4957568,3796985,3934662.95,4020189,,4199388,8518163.26,8313539,8134165.13,9598617.29,20002129,14741623.83,9595945.73,12969134.79,14822241.61,7991622,6923666,10051799,8327881,10641362,11161765,5076690,5144621,11843200,Document Storage Fund
5451194.33,"The Cook County Law Library provides professional library services at seven branch locations offering one of the largest and broadest collections of law books in the nation, including statutes, case law and digests for all fifty states, as well as numerous Illinois practice manuals.",5007543.73,4572129,4405186,4966524,4887131,4065875,Cook County Law Library,5278586,5077582,6583351,5339579,6219050,5955785.95,5683917,5147064.92,5878618.88,4996435,530,6003918,4891570,4929020,6133209,5863622,6846942,6955212,Special Purpose Fund,President,4273723,4733500.83,4917330,4691435,4776783.59,4307143,https://www.cookcountyil.gov/agency/law-library,3960999,4875843.46,5421021,5569245.11,5194222.95,5399652,6459321.34,4915392.45,5081640.56,6913793.39,5298117,6117361,5278405,5840445,6312212,6415981,5719853,7210765,5393800,Law Library
200000,"Fees collected from civil filings for disbursement to dispute resolution centers which qualify under the Act and Circuit Court of Cook County General Order 19. Funds collected in excess of $200,000 per year must be dedicated for the administration of justice.",200000,200100,200100,200000,200100,200100,Circuit Court - Illinois Dispute Resolution Fund,200000,200000,200000,200000,200000,350705,200000,200000,200000,200000,531,225000,196547,251503,700277,200000,280000,400000,Special Purpose Fund,Chief Judge,200000,200000,200000,0,200000,200000,,200000,177073.5,295000,192553,221560.22,200000,300000,200000,200000,708103,200000,200000,200000,200000,350705,200000,200000,200000,200000,Dispute Resolution Fund
3446772.09,"Fees collected from certain adult offenders by order of the court. These fees are generally used to purchase services related to probation program operations, not otherwise covered by county funding",3068248.7,0,0,1903972,1172968,0,Adult Probation and Probation Service Fee Fund,2404228,2221993,2820171,2244737,2604410,3142210.75,1377619,1584817.24,2753425.3,2839758,532,4324052,6055156,4165840,6416400,3939583,5887346,3313898,Special Purpose Fund,Chief Judge,0,167205.49,719276,101738,264177.32,0,,0,3823272.87,4427766,4079649.64,4250502.29,3903405,3416367.04,4669149.77,2826383.62,6160438.4,4567717,4511354,2951060,4417710,3988867,2891180,3613484,3930440,3754000,Probation Service Fund
856002.32,"Established to provide funding to develop, upgrade and maintain automated services in Tax Services, Vital Records, Clerk of the Board and Ethics on order to reduce costs, improve services and increase productivity.",1360293.77,498560,0,1006746,946653,0,County Clerk - Automation Fund,943167,821076,989973,968005,1105335,1147806.67,761435,782914.24,946957.61,849700,533,1573300,1683208,1579042,1592205,1059150,1398057,1297273,Special Purpose Fund,County Clerk,279057,478706.88,743545,849743,821162.97,0,,0,1343255.73,1401860,1565765.75,1244195.94,1136600,1137615.86,1045636.64,768374.81,1326190.75,997736,1106282,1001195,857185,1661649,1320278,1252658,1137642,1475900,Automation Fund
6495335.45,"Established to develop relational databases, computer networks, Internet services and imaging systems that collectively provide for efficient, economical and financially sound services for both taxpayers and taxing agencies.",5421006.88,0,0,0,0,0,County Treasurer - Tax Sales Automation Fund,289255,0,1456492,1171653,792213,890634.12,746961,457135.96,777067.97,2691027,534,9605533,11690191,11137938,8687961,7625660,9749966,8913040,Special Purpose Fund,Treasurer,0,0,81033,0,0,0,,0,10246833.34,10483791,9716321.05,7753781.56,7214655,8129107.13,9223810.74,6797157.29,7145651.37,2986611,1090614,484116,782028,1851582,1685935,1261817,1712818,6172500,Tax Automation Fund
1201212.34,"Provides 9-1-1 telephone service to unincorporated Cook County and the municipalities of the 9-1-1 telephone system, providing emergency telephone access to all areas of unicorporated Cook County and the municipalities of Dixmoor, Ford Heights, Golf, Northlake, Phoenix, Robbins, and Stone Park.",1036866.89,164005,1086500,139074,159624,0,Intergovernmental Agreement and ETSB,271652,240875,1156626,1147621,949760,969565.26,752088,486239.49,1065388.06,966771,535,1141335,1917470,3106103,1570336,1247080,3141002,3403181,Special Purpose Fund,Sheriff,42066,212527.87,261324,44878,127118.49,29358,,0,1720570.08,1552805,2086248.51,1190662.49,1084610,4248207.42,3956434.24,1465944.38,1846686.57,1028017,1060206,612310,776457,1008221,986398,1192089,1163086,1049400,Intergovernmental
0,,0,0,0,0,0,0,911 Surcharge Reallocation Program,0,0,255485,19099,0,31485.94,0,0,0,0,537,0,0,0,0,0,0,0,Special Purpose Fund,Sheriff,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59600,0,355055,64100,0,911 Surcharge
4009077.04,"Established to recognize supplemental funding received through the Illinois Supreme Court, Administrative Office of the Illinois Courts to fund additional Juvenile Probation Officer positions. These positions were merged into Juvenile Probation under Public Safety in FY15.",4785671.39,0,0,0,0,0,Juvenile Probation - Supplementary Officers,1033529,0,3233156,3181561,3714310,3421204.32,2625890,1474538.84,2888030.26,2635617,538,3240516,0,0,6915603,2848605,4484285,6768931,Special Purpose Fund,Chief Judge,0,0,874671,0,0,0,,0,0,0,0,3447877.02,4409858,6840238.46,4084377.71,3067089.33,5720316.84,2951903,3181146,2318964,2178782,3537038,3859446,3419272,3454134,4350500,Juvenile Officers
3352147.57,"Fees collectd from certain adult offenders by order of the court. These fees are generally used to purchase services related to probation program operations, not otherwise covered by county funding",2790520.71,0,0,1042120,66774,0,Social Service/Probation and Court Services Fund,1092450,1061580,6561562,7052028,2323988,3492379.63,1844306,1194166.95,1531985.96,1780978,541,2944994,5830592,4415891,5376087,4057848,3190049,2749049,Special Purpose Fund,Chief Judge,0,206982.58,925950,13142,110135.89,0,,0,2730930.86,2943071,4437074.3,2349496.45,3785922,2128971.53,3053652.1,3771392.49,5242703.7,2433180,2286040,1381650,2058378,4377572,2345588,7550184,6957509,2825200,Court Services Fund
0,Established to record expenditures and revenues related to liability.,101394349.3,0,0,32983701,0,0,Self - Insurance Fund,42314811,40032500,56764473,41201776,60051392,60181873.45,51676781,52919797.67,46168085,45866785,542,0,0,0,0,0,0,0,Special Purpose Fund,President,0,28264449.16,42502486,0,5223206.67,0,,0,-810,0,-17790841,-1817.1,0,500716.77,0,0,-3935.71,57181608,57250734,56829929,54406790,108141402,82177672,74600166,64430478,94498400,Self - Insurance
0,,0,0,0,18600000,0,0,Managed Care Support Fund,9800000,17300000,141959,424109,273865,3056,1239891,1001553.61,560139.26,2028041,543,0,0,0,0,0,0,0,Special Purpose Fund,Countywide Costs,0,9289765.9,5604768,0,1591026,0,,0,0,0,0,0,0,0,0,0,0,2338977,791791,4413000,3581219,385000,405355,517811,464252,338000,Managed Care
2117846.91,To redure the danger of lead-based paint in Cook County dwellings.,2832744.8,0,0,0,0,0,Lead Poisoning Prevention Fund,0,0,2936230,2876353,1324544,3467198.82,52901,0,442860.07,2416516,544,1227008,4142223,1398334,2965553,3775173,1872298,1388957,Special Purpose Fund,Cook County Health and Hospital System,0,0,0,0,0,0,,0,906945.95,1204656,635337.16,850764.28,3822911,1076224.8,891509.03,1063726.07,1046542.44,3415862,3747398,0,848170,3651701,6139160,3968295,3933037,3894800,Lead Poisoning
5682736.8,"Provides maintenance of and access to Cook County's enterprise geographic information system (GIS), including related hardware, software, applications, program development and training.",4768172,0,0,0,0,0,Geographic Information Systems,0,0,738382,956542,4284568,2394542.85,0,0,1456034.19,0,545,15461850,12733799,18215604,6051817,12445017,13272632,17834776,Special Purpose Fund,President,0,0,0,0,0,0,https://www.cookcountyil.gov/agency/geographic-information-systems-gis-0,0,19086490.06,20165337,6263519.27,9809022.07,9997731,11557772.85,10823755.72,9143338.82,5504938.7,0,2015792,0,0,3811904,4009169,2015792,3689497,13241600,GIS
10774.92,Provides an educational alternative to youthful offenders and their parents to assist the court and community in decreasing alcohol and other drug use while increasing information regarding the negative consequences of such use.,10558.04,0,0,0,0,0,Sheriff's Youthful Offender Alcohol & Drug Education,30000,48000,12627,20052,0,7623.7,8358,18294.61,14557.58,8031,546,2400,0,0,9018,9396,2400,8635,Special Purpose Fund,Sheriff,0,26925.65,28838,0,0,0,,0,0,0,0,0,15138,0,0,6012.26,849.45,17812,21766,28000,19314,14303,0,25398,25551,15700,Youthful Education
0,,0,0,0,0,0,0,Ford Heights Public Housing Security,175000,175000,0,0,0,0,81932,176937.36,0,0,548,0,0,0,0,0,0,0,Special Purpose Fund,Sheriff,0,178636.89,179577,0,105293.15,0,,0,0,0,0,0,0,0,0,0,0,0,0,175000,175000,0,0,0,0,0,Security
0,,0,0,0,0,0,0,State's Attorney Narcotics Nuisance Abatement,0,0,449978,0,490671,556326.42,0,0,0,0,560,0,0,0,0,0,0,0,Special Purpose Fund,States Attorney,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622416,620242,0,476307,0,Nuisance Abatement
2709950.7,Established to work with other agencies on various drug related cases,3199527.76,0,0,0,0,0,State's Attorney Narcotics Forfeiture,0,0,1854675,0,2351963,2325012.93,0,0,0,0,561,4227001,3382089,4171887,3455853,3268993,4117230,3384472,Special Purpose Fund,States Attorney,0,0,0,0,0,0,,0,4048014.91,4380216,3990068.18,4095015.52,3151650,3940610.31,4067344.77,2980926.95,3146547.11,0,0,0,0,2985652,3132061,0,2991076,3247800,Narcotics Forfeiture
4542.9,"Offers pre-trial educational diversion program for first time bad check passers, while providing restitution to victims and avoiding an increased caseload in the criminal justice system, at no cost to the victims or taxpayers.",11644.56,0,0,0,0,0,State's Attorney Bad Check Diversion Program,0,0,0,0,0,0,0,0,0,0,562,67000,0,0,351884,584213,200000,70000,Special Purpose Fund,States Attorney,0,0,0,0,0,0,,0,0,0,0,55856.86,280300,29024.12,189471.15,362265.36,239541.25,0,0,0,0,68080,100000,0,0,238300,Bad Check Diversion
3817744.9,"To prevent, diagnose, treat, and care for all persons afflicted with tuberculosis who are residents of suburban Cook County.",3884388.83,0,0,0,0,0,TB Sanitarium District,0,0,0,0,0,0,0,0,0,0,564,6546902,5695934,5982153,7079751,6019146,5666826,5715915,Special Purpose Fund,Cook County Health and Hospital System,0,0,0,0,0,0,,0,3660726.84,5581785,4315934.3,4538811.86,5094696,4478170.26,4147952.52,3888399.74,5432328.07,0,0,0,0,0,0,0,0,4531500,TB Sanitarium
550763.81,"The Cook County Department of Homeland Security & Emergency Management  (DHSEM) is responsible for providing a County-wide emergency management system that will integrate all available first responders and their respective departments and resources, key elected and appointed officials and the private sector into a cohesive disaster management team.",0,0,0,0,0,0,Department of Homeland Security and Emergency Management,0,0,0,0,0,0,0,0,0,0,565,0,0,0,853976,1016638,0,0,Special Purpose Fund,President,0,0,0,0,0,0,,0,0,0,0,0,354130,12895.5,0,1478906.93,853978,0,0,0,0,0,0,0,0,312800,Homeland Security restructured in FY12 and is now under Department 265.
2301059.87,Account closed in FY2011,1390628.88,0,0,0,0,0,State's Attorney Capital Litigation Trust,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,2973560,0,0,Special Purpose Fund,States Attorney,0,0,0,0,0,0,,0,0,0,0,0,2904423,0,0,2034687.23,0,0,0,0,0,0,0,0,0,2941500,Litigation Trust
586926.63,To be used to offset the costs incurred by the Circuit Court Clerk in performing the additional duties required to collect and disburse funds to entities of State and Local Government as provided by law.,343708.11,0,0,0,0,0,Clerk of the Circuit Court Administrative Fund,0,0,0,0,0,0,0,0,0,0,567,730369,739048,867449,1145068,1219662,631571,889018,Special Purpose Fund,Clerk of the Circuit Court,0,0,0,0,0,0,,0,825686.51,735842,859231.87,783081.34,678688,922250.44,738531.33,1175886.85,1172884.44,0,0,0,0,0,0,0,0,510800,Administrative Fund
31772.96,Established to fund the Recorder fo Deeds Mortgage Fraud Prevention Program to assist property owners with maintaining ownership of their properties by offering early warning notification whenever documents ar filed that may affect ownership.,0,0,0,0,0,0,GIS Fee Fund,0,0,0,0,0,0,0,0,0,0,570,3599488,1503843,2169922,2176575,212902,2638445,2504892,Special Purpose Fund,Recorder of Deeds,0,0,0,0,0,0,,0,2050269.41,2496691,2030113.56,3234202.89,201379,2382413.74,2596490.87,160912.17,2196137.97,0,0,0,0,0,0,0,0,0,GIS Fee Fund
28453.37,Established to assist property owners with maintaining ownership of their properties by offering early warning notification whenever documents ar filed that may affect ownership.,0,0,0,0,0,0,Rental Housing Support Fee Fund,0,0,0,0,0,0,0,0,0,0,571,576867,457117,280749,479617,149204,346506,482591,Special Purpose Fund,Recorder of Deeds,0,0,0,0,0,0,,0,286000,286000,280749,576867,136978,335609,351980,140299.14,540086.21,0,0,0,0,0,0,0,0,0,Rental Housing
1258024,Created to finance various court services and to operate and administer the children's waiting rooms in Cook County.,0,0,0,0,0,0,The Children’s Waiting Room Revenue Fund,0,0,0,0,0,0,0,0,0,0,572,3085407,2533548,2675642,7303534,1441500,1934515,3206879,Special Purpose Fund,Chief Judge,0,0,0,0,0,0,,0,2057311.72,2427159,2391909.23,2849345.19,1258024,3086009.78,1913922.65,1440581.88,7416749.97,0,0,0,0,0,0,0,0,0,Children's Waiting Room
0,"Funds utilized for purposes related to operation of the rehabilittion programs provided by The Sheriff's Department of Women's Justice Services, including mental health and substance abuse services.",0,0,0,0,0,0,Women's Justice Services Fund,0,0,0,0,0,0,0,0,0,0,573,65000,20000,40000,30000,30000,55000,30000,Special Purpose Fund,Sheriff,0,0,0,0,0,0,,0,64398.99,65000,40000,65000,0,205,55000,0,0,0,0,0,0,0,0,0,0,0,Women's Justice
0,Created to finance various court services and to operate and administer the mental health court program in Cook County.,0,0,0,0,0,0,The Mental Health Special Revenue Fund,0,0,0,0,0,0,0,0,0,0,574,1035000,701254,701539,1860000,93300,1175000,1100000,Special Purpose Fund,Chief Judge,0,0,0,0,0,0,,0,800000,800000,701539,1035000,0,1100000,1200000,93300,1860000,0,0,0,0,0,0,0,0,0,Mental Health
